Country Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
ECA,6.778814739,-0.13310614,6.396069514,6.601420749,9.633614659,8.460146405,8.228536538,7.075201711,3.06266606,-3.451576642,7.067482975,8.586645288,4.050547983,6.585980578,3.372913244,3.587552293,2.785334136,5.821470379,3.513492106,2.247224928,0.321073682,9.000365103,3.077615681,4.606589529
ECS,4.35525178,2.258353407,1.584291485,1.794935889,3.19087691,2.671830192,3.865035264,3.651589897,1.016573256,-4.457882374,2.659273741,2.347580292,0.359988683,0.847820022,1.926600373,2.058147045,1.899821631,2.908722502,2.13444056,1.80525623,-5.462443712,6.523851921,3.157498664,0.964032942
ECU,1.091801564,4.206271857,4.928095496,2.884500365,6.832397366,5.39862244,4.341131986,1.902428597,6.564920682,1.09101297,4.02913788,8.481476563,5.783212336,7.211236537,4.226065204,0.119692109,-0.687954246,5.97039881,1.044295547,0.165403533,-9.245096377,9.818417748,6.186139073,2.355217907
EGY,6.37000383,3.535251974,2.390204027,3.193454738,4.09207161,4.471744471,6.843838194,7.087827427,7.156283567,4.6735998,5.147234857,1.764571948,2.226199798,2.185466054,2.915911881,4.372019078,4.346643456,4.181221,5.331108619,5.552093071,3.550164839,3.290646012,6.587845609,3.759005419
EMU,3.861178194,2.199225065,0.9595418,0.702667309,2.301898875,1.692943716,3.239196023,3.011154804,0.424721952,-4.534148008,2.1646904,1.714597206,-0.850659262,-0.219171747,1.398278513,2.054408868,1.865786321,2.62860957,1.78893526,1.59042607,-6.11006917,5.963336416,3.426121239,0.446837046
ERI,-3.141985903,8.755435528,3.005429192,-2.655515925,1.451735566,2.574449551,-0.969217111,1.426822211,-9.783030018,3.876501528,2.194190349,8.679800101,,,,,,,,,,,,
ESP,5.245943824,3.933002765,2.730948329,2.981936316,3.122733517,3.652084192,4.102685741,3.604738462,0.887067046,-3.763107042,0.162919518,-0.814384777,-2.958922132,-1.403341868,1.395775367,3.838518877,3.037774142,2.975760729,2.284469419,1.983966223,-11.16729786,6.403173615,5.770647676,2.50329436
EST,10.08763444,6.003674251,6.77136793,7.600265185,6.804007771,9.526426972,9.76558337,7.57914052,-5.132000958,-14.62905503,2.444265118,7.263084581,3.228200494,1.458428636,3.011366587,1.853020046,3.155564814,5.792044675,3.78420085,4.033688391,-0.965410617,7.249326354,-0.461002668,-3.005590126
ETH,6.07321748,8.301306321,1.514725706,-2.161359722,13.57260314,11.81876595,10.83472707,11.456167,10.78852169,8.802553198,12.55053835,11.17829623,8.647811633,10.58227005,10.25749296,10.39246302,9.433482658,9.564189643,6.816147797,8.364085699,6.059530886,5.641530717,5.321176284,6.498134642
EUU,3.900525156,2.175909601,1.110752072,0.908252361,2.59250681,1.924743009,3.494445516,3.156121525,0.641259952,-4.348699861,2.225118385,1.900956841,-0.701866418,-0.082642393,1.600652502,2.309377745,1.972307776,2.844765369,2.06690197,1.805311971,-5.6528569,6.008729292,3.478653735,0.450652378
FCS,5.463854139,4.11186251,4.794074854,1.075556735,11.26171028,5.834460098,5.821172791,5.988115247,5.042112519,3.065415286,7.017417566,0.043882959,5.570371884,3.483392563,2.096288359,1.070537609,2.167155583,2.543334726,2.720158471,2.523498857,-6.353386361,4.568994232,1.463396967,1.633343996
FIN,5.773362458,2.610019124,1.707148962,2.003784203,3.99209129,2.779850556,4.027409658,5.299336507,0.783995061,-8.074447432,3.185958654,2.547664838,-1.397545728,-0.901696316,-0.364908157,0.543659212,2.811457767,3.19240963,1.139718013,1.224748922,-2.354965157,2.838179604,1.335467305,-1.035375693
FJI,-1.699998416,2.000000147,3.199999114,0.999999345,5.299999705,0.700000402,1.852483872,-0.85065431,1.03279422,-1.386037708,2.954672422,2.705143029,1.411314382,4.73421949,5.603514406,4.50120041,2.445651797,5.35336456,3.812351222,-0.580504495,-17.03987084,-4.881036196,20.01646416,8.026408625
FRA,3.923669227,1.983721419,1.135531482,0.823160757,2.829752929,1.66321998,2.449323601,2.424736243,0.25494596,-2.873313828,1.949437623,2.192700633,0.313134751,0.576326675,0.956183052,1.112912341,1.095464404,2.291419994,1.865066071,1.842971814,-7.540459162,6.435209621,2.454758177,0.703718547
FRO,,,,,,,,,,-4.303002162,-0.576939114,3.708194171,7.016653799,5.853051914,5.432701357,0.976378534,1.469915804,3.514305971,2.731552155,4.39010334,-1.926834417,5.755550527,5.398480389,
FSM,4.833903786,2.167602441,0.546997672,1.572115067,-3.080153047,2.041867164,-0.081055293,-1.836185294,-2.408492587,1.093099241,2.259389956,3.188574755,-1.866819755,-3.679767791,-2.305775745,4.621884004,0.484101802,0.823045267,0,4.081632653,-1.960784314,2.8,-0.778210117,0.784313725
GAB,-1.882966398,2.135233422,-0.249033169,2.247330012,0.689543058,2.676203333,-2.806578356,6.008108025,-3.308430649,0.13033112,7.089887315,7.091753343,5.251076918,5.638699003,4.314964441,3.878899395,2.091442208,0.472642031,0.837916581,3.920808795,-1.837761064,1.467957315,2.967741644,2.263232088
GBR,4.318727058,2.578741046,1.791985616,3.146572528,2.426496549,2.738842404,2.386275368,2.620331222,-0.225726975,-4.614957402,2.238688634,1.145101541,1.512936749,1.792322216,3.195782466,2.220258322,1.921063414,2.655069668,1.403792086,1.641610996,-10.35990082,8.674904114,4.345228834,0.104017849
GEO,1.840381179,4.807298672,5.474024887,11.057031,5.792682927,9.591138329,9.421480812,12.57556982,2.42161441,-3.650752296,6.246408653,7.934336525,6.57883102,5.132885312,4.090490596,3.351023503,3.45021518,5.159902617,6.062036413,5.380719266,-6.290471785,10.64423366,10.95853214,7.474479094
GHA,3.700000082,4.000000128,4.499999559,5.200000133,5.599999991,5.900003819,6.399912606,4.346819104,9.149798938,4.844487052,7.899711941,14.04712358,9.292789406,7.312525017,2.856240163,2.120759338,3.37346575,8.128894881,6.200077681,6.507774794,0.513941671,5.076466435,3.817504621,2.944785831
GIB,,,,,,,,,,,,,,,,,,,,,,,,
GIN,2.503060563,3.658346469,5.164609467,1.248601259,2.340117313,2.997272563,1.189602117,6.817471111,4.13301616,-1.122642048,4.813370676,5.612101189,5.91528626,3.945687087,3.696553117,3.825910569,10.8206272,10.30000534,6.358491927,5.61691447,4.920266372,3.9,4.7,7.061960029
GMB,5.500000216,5.800000243,-3.25000015,6.869999622,7.050000001,-2.351729362,-0.555580977,3.043249508,6.255905534,6.665724308,5.90833581,-8.130444223,5.241569246,2.87276879,-1.407382495,4.058073804,1.943359655,4.822611249,7.234890333,6.22205316,0.591487288,5.255968794,4.917821309,5.295996638
GNB,1.10027815,4.785971648,3.65393604,-0.285931047,1.171891528,6.559771103,2.666504932,2.559826479,4.524575144,2.447951069,5.605363103,8.085041677,-1.712869583,3.256071912,0.964525747,6.134089355,5.306596331,4.788991621,3.761453595,4.500092937,1.5,6.399952624,4.199990232,4.248282297
GNQ,18.21377996,63.37987543,19.46283404,13.95525032,37.99872686,16.74870061,7.704917607,15.28211392,17.79910913,1.343356288,-8.924175889,6.52392363,8.312871844,-4.133198501,0.415066302,-9.110041149,-8.816417232,-5.667508505,-6.236544067,-5.481825379,-4.791080834,0.860269956,3.716010594,-5.691583464
GRC,3.91977053,4.131611986,3.922871742,5.794531661,5.060992492,0.599142037,5.652433536,3.273746876,-0.335172543,-4.300733487,-5.477808049,-10.14931483,-7.086696786,-2.515997222,0.475695947,-0.19608763,-0.487173294,1.09214912,1.668428636,1.879489986,-9.316435765,8.379943784,5.55728708,2.011520943
GRD,4.887952137,-2.023900041,3.43732353,9.463973431,-0.647450316,13.27618833,-3.995328244,6.123450947,0.947542625,-6.613281348,-0.511146187,0.76477355,-1.154838164,2.351098017,7.34212396,6.445223147,3.739603956,4.438675669,4.361440394,0.676511739,-13.75662226,4.687478169,7.320740616,4.809286899
GRL,7.101596882,1.269035079,-0.971177311,4.430045721,6.906582837,4.987491771,5.555694901,2.352437981,6.166132702,0.865952329,1.735825059,-0.496519392,1.39419336,-1.298280693,4.742135673,-2.529318024,4.68195411,0.052728183,0.623065429,2.832177568,0.187608794,1.290210488,,
GTM,3.608868717,2.332574866,3.839287086,2.560377668,3.137916836,3.276026926,5.351397787,6.33771869,3.293524,0.476898107,2.884175428,4.163906883,2.974708568,3.694819199,4.443977583,4.092170816,2.677802555,3.079851491,3.4068734,4.017897934,-1.791857695,8.002408036,4.118004169,3.484484727
GUM,,,,0.879314135,6.493789497,3.642316349,-3.652517275,0.717213115,2.034587996,0.438683948,2.263251936,0.077654824,2.13385063,1.690408357,1.793051924,0.825688073,0.181983621,0.890099909,-0.828231905,2.523602033,-10.51885957,2.058183257,5.099864262,
