fecha,hora,emisiones_co
43827,8,0.99
43827,9,0.56
43827,10,0.44
43827,11,0.35
43827,12,0.37
43827,13,0.41
43827,14,0.47
43827,15,0.43
43827,16,0.54
43827,17,0.85
43827,18,0.72
43827,19,0.74
43827,20,0.77
43827,21,0.7
43827,22,0.62
43827,23,0.89
43828,0,0.79
43828,1,0.59
43828,2,0.54
43828,3,0.45
43828,4,0.49
43828,5,0.56
43828,6,0.54
43828,7,0.6
43828,8,0.65
43828,9,0.6
43828,10,0.43
43828,11,0.4
43828,12,0.4
43828,13,0.46
43828,14,0.45
43828,15,0.49
43828,16,0.59
43828,17,0.58
43828,18,0.67
43828,19,0.64
43828,20,0.69
43828,21,0.53
43828,22,0.53
43828,23,0.52
43829,0,0.41
43829,2,0.34
43829,3,0.32
43829,4,0.35
43829,5,0.41
43829,6,0.5
43829,7,0.54
43829,8,0.58
43829,9,0.53
43829,10,0.53
43829,11,0.51
43829,12,0.52
43829,13,0.54
43829,14,0.58
43829,15,0.58
43829,16,0.71
43829,17,1
43829,18,0.89
43829,19,0.96
43829,20,1.02
43829,21,0.95
43829,22,0.71
43829,23,0.6
43830,0,0.47
43830,1,0.42
43830,2,0.43
43830,3,0.42
43830,4,0.42
43830,5,0.42
43830,6,0.48
43830,7,0.54
43830,8,0.64
43830,9,0.56
43830,10,0.57
43830,11,0.65
43830,12,0.61
43830,13,0.59
43830,14,0.6
43830,15,0.55
43830,16,0.66
43830,17,0.76
43830,18,0.66
43830,19,0.55
43830,20,0.59
43830,21,0.62
43830,22,0.7
43830,23,0.59
43831,0,0.6
43831,2,0.67
43831,3,0.55
43831,4,0.52
43831,5,0.48
43831,6,0.51
43831,7,0.47
43831,8,0.47
43831,9,0.48
43831,10,0.52
43831,11,0.54
43831,12,0.55
43831,13,0.51
43831,14,0.54
43831,15,0.55
43831,16,0.61
43831,17,0.59
43831,18,0.54
43831,19,0.64
43831,20,0.55
43831,21,0.5
43831,22,0.5
43831,23,0.45
43832,0,0.48
43832,1,0.51
43832,2,0.47
43832,3,0.43
43832,4,0.42
43832,5,0.44
43832,6,0.61
43832,7,0.71
43832,8,1.32
43832,9,0.95
43832,10,0.68
43832,11,0.59
43832,12,0.64
43832,13,0.61
43832,14,0.57
43832,15,0.58
43832,16,0.57
43832,17,0.75
43832,18,0.94
43832,19,0.81
43832,20,0.84
43832,21,0.71
43832,22,0.49
43832,23,0.47
43833,0,0.44
43833,2,0.46
43833,3,0.42
43833,4,0.46
43833,5,0.55
43833,6,1.18
43833,7,1.96
43833,8,1.4
43833,9,1.07
43833,10,0.99
43833,11,0.73
43833,12,0.71
43833,13,0.62
43833,14,0.54
43833,15,0.51
43833,16,0.58
43833,17,0.7
43833,18,0.95
43833,19,0.92
43833,20,1.17
43833,21,1.12
43833,22,0.96
43833,23,0.73
43834,0,0.79
43834,1,0.67
43834,2,0.66
43834,3,0.67
43834,4,0.62
43834,5,0.95
43834,6,1.07
43834,7,1.63
43834,8,1.15
43834,9,0.85
43834,10,0.77
43834,11,0.72
43834,12,0.58
43834,13,0.57
43834,14,0.64
43834,15,0.67
43834,16,0.69
43834,17,0.72
43834,18,0.85
43834,19,0.82
43834,20,0.84
43834,21,0.63
43834,22,0.61
43834,23,0.6
43835,0,0.49
43835,2,0.39
43835,3,0.39
43835,4,0.39
43835,5,0.47
43835,6,0.49
43835,7,0.53
43835,8,0.48
43835,9,0.49
43835,10,0.47
43835,11,0.48
43835,12,0.5
43835,13,0.5
43835,14,0.54
43835,15,0.52
43835,16,0.56
43835,17,0.58
43835,18,0.55
43835,19,0.59
43835,20,0.58
43835,21,0.53
43835,22,0.68
43835,23,0.61
43836,0,0.51
43836,1,0.54
43836,2,0.51
43836,3,0.52
43836,4,0.5
43836,5,0.61
43836,6,0.86
43836,7,0.93
43836,8,1.12
43836,9,1.02
43836,10,1
43836,11,0.79
43836,12,0.69
43836,13,0.65
43836,14,0.54
43836,15,0.54
43836,16,0.66
43836,17,0.6
43836,18,0.68
43836,19,0.57
43836,20,0.6
43836,21,0.71
43836,22,0.79
43836,23,0.78
43837,0,0.59
43837,2,0.38
43837,3,0.49
43837,4,0.52
43837,5,0.87
43837,6,1.04
43837,7,1.83
43837,8,1.83
43837,11,0.72
43837,12,0.58
43837,13,0.5
43837,14,0.48
43837,15,0.49
43837,16,0.51
43837,17,0.64
43837,18,0.65
43837,19,0.74
43837,20,0.73
43837,21,0.62
43837,22,0.6
43837,23,0.46
43838,0,0.49
43838,1,0.4
43838,2,0.38
43838,3,0.37
43838,4,0.46
43838,5,0.59
43838,6,0.83
43838,7,1.48
43838,8,1.23
43838,9,0.57
43838,10,0.37
43838,11,0.36
43838,12,0.35
43838,13,0.33
43838,14,0.39
43838,15,0.45
43838,16,0.44
43838,17,0.49
43838,18,0.64
43838,19,0.82
43838,20,0.83
43838,21,0.82
43838,22,0.78
43838,23,0.62
43839,0,0.41
43839,2,0.26
43839,3,0.28
43839,4,0.5
43839,5,0.81
43839,6,1.52
43839,7,1.54
43839,8,0.99
43839,9,0.68
43839,10,0.42
43839,11,0.37
43839,12,0.38
43839,13,0.36
43839,14,0.36
43839,15,0.41
43839,16,0.42
43839,17,0.44
43839,18,0.44
43839,19,0.4
43839,20,0.41
43839,21,0.51
43839,22,0.46
43839,23,0.44
43840,0,0.49
43840,1,0.42
43840,2,0.45
43840,3,0.46
43840,4,0.61
43840,5,0.85
43840,6,1.06
43840,7,0.97
43840,8,0.64
43840,9,0.48
43840,10,0.39
43840,11,0.38
43840,12,0.37
43840,13,0.39
43840,14,0.39
43840,15,0.4
43840,16,0.41
43840,17,0.4
43840,18,0.39
43840,19,0.43
43840,20,0.44
43840,21,0.37
43840,22,0.43
43840,23,0.45
43841,0,0.45
43841,2,0.68
43841,3,0.42
43841,4,0.46
43841,5,0.55
43841,6,0.84
43841,7,1
43841,8,1.18
43841,9,0.75
43841,12,0.33
43841,13,0.33
43841,14,0.34
43841,15,0.33
43841,16,0.39
43841,17,0.45
43841,18,0.41
43841,19,0.56
43841,20,0.5
43841,21,0.4
43841,22,0.33
43841,23,0.44
43842,0,0.74
43842,1,0.59
43842,2,0.42
43842,3,0.68
43842,4,0.62
43842,5,0.55
43842,6,0.59
43842,7,0.45
43842,8,0.41
43842,9,0.28
43842,10,0.29
43842,11,0.27
43842,12,0.28
43842,13,0.29
43842,14,0.31
43842,15,0.34
43842,16,0.33
43842,17,0.29
43842,18,0.31
43842,19,0.4
43842,20,0.55
43842,21,0.43
43842,22,0.42
43842,23,0.42
43843,0,0.26
43843,2,0.3
43843,3,0.26
43843,4,0.35
43843,5,0.57
43843,6,0.86
43843,7,0.79
43843,8,0.53
43843,9,0.39
43843,10,0.33
43843,11,0.29
43843,12,0.32
43843,13,0.34
43843,14,0.34
43843,15,0.37
43843,16,0.38
43843,17,0.44
43843,18,0.4
43843,19,0.73
43843,20,0.67
43843,21,0.52
43843,22,0.84
43843,23,0.64
43844,0,0.44
43844,1,0.37
43844,2,0.34
43844,3,0.38
43844,4,0.54
43844,5,0.76
43844,6,0.81
43844,7,0.71
43844,8,0.83
43844,9,0.47
43844,10,0.39
43844,11,0.39
43844,12,0.38
43844,13,0.37
43844,14,0.4
43844,15,0.54
43844,16,0.52
43844,17,0.62
43844,18,0.79
43844,19,0.64
43844,20,0.62
43844,21,0.61
43844,22,0.48
43844,23,0.36
43845,0,0.37
43845,2,0.47
43845,3,0.44
43845,4,0.61
43845,5,0.79
43845,6,0.86
43845,7,0.89
43845,8,0.62
43845,9,0.46
43845,10,0.41
43845,11,0.36
43845,12,0.37
43845,13,0.36
43845,14,0.35
43845,15,0.43
43845,16,0.55
43845,17,0.64
43845,18,0.96
43845,19,1.07
43845,20,0.68
43845,21,0.75
43845,22,0.54
43845,23,0.5
43846,0,0.42
43846,1,0.38
43846,2,0.38
43846,3,0.41
43846,4,0.46
43846,5,0.58
43846,6,0.79
43846,7,0.94
43846,8,0.65
43846,9,0.49
43846,10,0.41
43846,11,0.4
43846,12,0.4
43846,13,0.39
43846,14,0.4
43846,15,0.39
43846,16,0.43
43846,17,0.5
43846,18,0.55
43846,19,0.58
43846,20,0.76
43846,21,0.65
43846,22,0.58
43846,23,0.44
43847,0,0.36
43847,1,0.32
43847,2,0.31
43847,3,0.32
43847,4,0.42
43847,5,0.56
43847,6,0.94
43847,7,0.88
43847,8,0.58
43847,9,0.52
43847,10,0.46
43847,11,0.38
43847,12,0.41
43847,13,0.39
43847,16,0.13
43847,17,0.2
43847,18,0.34
43847,19,0.4
43847,20,0.7
43847,21,0.67
43847,22,0.44
43847,23,0.4
43848,0,0.33
43848,1,0.3
43848,2,0.28
43848,3,0.29
43848,4,0.31
43848,5,0.51
43848,6,0.52
43848,7,0.59
43848,8,0.5
43848,9,0.29
43848,10,0.27
43848,11,0.27
43848,12,0.29
43848,13,0.33
43848,14,0.3
43848,15,0.28
43848,16,0.29
43848,17,0.33
43848,18,0.33
43848,19,0.44
43848,20,0.55
43848,21,0.42
43848,22,0.33
43848,23,0.35
43849,0,0.41
43849,2,0.23
43849,3,0.27
43849,4,0.33
43849,5,0.38
43849,6,0.53
43849,7,0.62
43849,8,0.43
43849,9,0.27
43849,10,0.27
43849,11,0.28
43849,12,0.27
43849,13,0.28
43849,14,0.26
43849,15,0.27
43849,16,0.28
43849,17,0.39
43849,18,0.4
43849,19,0.53
43849,20,0.59
43849,21,0.63
43849,22,0.58
43849,23,0.43
43850,0,0.37
43850,1,0.36
43850,2,0.37
43850,3,0.35
43850,4,0.33
43850,5,0.5
43850,6,1.09
43850,7,1.01
43850,8,0.9
43850,9,0.89
43850,10,1.02
43850,11,0.51
43850,12,0.37
43850,13,0.46
43850,14,0.48
43850,15,0.65
43850,16,0.58
43850,17,0.92
43850,18,1.19
43850,19,1.43
43850,20,1.26
43850,21,0.89
43850,22,0.86
43850,23,0.74
43851,0,0.59
43851,2,0.33
43851,3,0.29
43851,4,0.35
43851,5,0.52
43851,6,1.02
43851,7,1.29
43851,8,1.07
43851,9,0.8
43851,10,0.78
43851,11,0.88
43851,12,0.78
43851,13,0.9
43851,14,0.52
43851,15,0.68
43851,16,0.63
43851,17,0.65
43851,18,0.64
43851,19,0.77
43851,20,0.68
43851,21,0.63
43851,22,0.8
43851,23,0.73
43852,0,0.56
43852,1,0.41
43852,2,0.36
43852,3,0.35
43852,4,0.33
43852,5,0.39
43852,6,0.78
43852,7,1.18
43852,8,1.19
43852,9,0.92
43852,10,0.72
43852,11,0.82
43852,12,0.67
43852,13,0.71
43852,14,0.67
43852,15,0.53
43852,16,0.59
43852,17,0.6
43852,18,0.69
43852,19,0.95
43852,20,0.87
43852,21,0.6
43852,22,0.52
43852,23,0.58
43853,0,0.45
43853,2,0.38
43853,3,0.38
43853,4,0.35
43853,5,0.43
43853,6,0.67
43853,7,1.14
43853,8,0.76
43853,9,1.12
43853,10,0.73
43853,11,0.61
43853,12,0.61
43853,13,0.55
43853,14,0.51
43853,15,0.55
43853,16,0.58
43853,17,0.62
43853,18,0.58
43853,19,0.65
43853,20,0.56
43853,21,0.57
43853,22,0.55
43853,23,0.59
43854,0,0.5
43854,1,0.44
43854,2,0.42
43854,3,0.4
43854,4,0.38
43854,5,0.4
43854,6,0.59
43854,7,0.83
43854,8,1.03
43854,9,0.9
43854,10,0.67
43854,11,0.53
43854,12,0.52
43854,13,0.5
43854,14,0.57
43854,15,0.6
43854,16,0.72
43854,17,0.73
43854,18,0.8
43854,19,1.03
43854,20,1.13
43854,21,0.65
43854,22,0.88
43854,23,1.09
43855,0,0.9
43855,2,0.57
43855,3,0.65
43855,4,0.64
43855,5,0.94
43855,6,1.72
43855,7,1.83
43855,8,1.8
43855,9,0.97
43855,10,1.07
43855,11,0.9
43855,12,0.66
43855,13,0.58
43855,14,0.55
43855,15,0.57
43855,16,0.67
43855,17,0.62
43855,18,0.72
43855,19,0.87
43855,20,0.93
43855,21,0.78
43855,22,0.79
43855,23,0.7
43856,0,0.65
43856,1,0.72
43856,2,0.56
43856,3,0.54
43856,4,0.54
43856,5,0.52
43856,6,0.68
43856,7,0.81
43856,8,0.82
43856,9,0.9
43856,10,0.9
43856,11,0.64
43856,12,0.56
43856,13,0.64
43856,14,0.62
43856,15,0.76
43856,16,0.64
43856,17,0.59
43856,18,0.6
43856,19,0.67
43856,20,0.6
43856,21,0.57
43856,22,0.5
43856,23,0.46
43857,0,0.45
43857,2,0.37
43857,3,0.39
43857,4,0.4
43857,5,0.44
43857,6,0.62
43857,7,1.19
43857,8,1.03
43857,9,1.03
43857,10,0.76
43857,11,0.74
43857,12,0.69
43857,13,0.64
43857,14,0.58
43857,15,0.78
43857,16,0.69
43857,17,0.74
43857,18,0.87
43857,19,0.85
43857,20,0.71
43857,21,0.74
43857,22,0.5
43857,23,0.45
43858,0,0.56
43858,1,0.5
43858,2,0.51
43858,3,0.48
43858,4,0.46
43858,5,0.72
43858,6,1.33
43858,7,2.54
43858,8,1.98
43858,9,0.8
43858,11,0.56
43858,12,0.4
43858,13,0.43
43858,14,0.42
43858,15,0.48
43858,16,0.63
43858,17,0.59
43858,18,0.59
43858,19,0.84
43858,20,0.63
43858,21,0.55
43858,22,0.57
43858,23,0.47
43859,0,0.34
43859,2,0.23
43859,3,0.23
43859,4,0.26
43859,5,0.3
43859,6,0.54
43859,7,0.93
43859,8,0.81
43859,9,0.88
43859,10,0.56
43859,11,0.58
43859,12,0.53
43859,13,0.45
43859,14,0.57
43859,15,0.75
43859,16,0.76
43859,17,0.79
43859,18,0.81
43859,19,0.74
43859,20,0.67
43859,21,1.01
43859,22,0.82
43859,23,0.52
43860,0,0.51
43860,1,0.48
43860,2,0.47
43860,3,0.49
43860,4,0.55
43860,5,0.82
43860,6,1.19
43860,7,2.16
43860,8,2.17
43860,9,1.91
43860,10,1.3
43860,11,0.86
43860,12,0.77
43860,13,0.52
43860,14,0.53
43860,15,0.6
43860,16,0.63
43860,17,0.75
43860,18,0.87
43860,19,0.91
43860,20,0.84
43860,21,0.68
43860,22,0.71
43860,23,0.73
43861,0,0.77
43861,2,0.42
43861,3,0.52
43861,4,0.69
43861,5,0.76
43861,6,1.12
43861,7,1.06
43861,8,0.79
43861,9,0.67
43861,10,0.55
43861,11,0.53
43861,12,0.43
43861,13,0.38
43861,14,0.5
43861,15,0.48
43861,16,0.47
43861,17,0.64
43861,18,0.71
43861,19,0.82
43861,20,0.95
43861,21,0.95
43861,22,1.31
43861,23,1.27
43862,0,0.88
43862,1,0.76
43862,2,0.76
43862,3,0.82
43862,4,0.86
43862,5,1.11
43862,6,1.14
43862,7,1.56
43862,8,1.73
43862,9,1
43862,10,1.05
43862,11,1.02
43862,12,1
43862,13,0.93
43862,14,0.64
43862,15,1
43862,16,0.73
43862,17,0.72
43862,18,1.21
43862,19,1.19
43862,20,1.07
43862,21,1.24
43862,22,1.31
43862,23,1.45
43863,0,0.92
43863,2,1
43863,3,1.18
43863,4,1.38
43863,5,0.9
43863,6,0.9
43863,7,1.15
43863,8,0.86
43863,9,0.47
43863,10,0.49
43863,11,0.4
43863,12,0.34
43863,13,0.36
43863,14,0.44
43863,15,0.44
43863,16,0.42
43863,17,0.56
43863,18,0.81
43863,19,0.71
43863,20,0.72
43863,21,0.76
43863,22,0.64
43863,23,0.56
43864,0,0.55
43864,1,0.54
43864,2,0.53
43864,3,0.49
43864,4,0.51
43864,5,0.79
43864,6,1.58
43864,7,2.07
43864,8,1
43864,9,0.68
43864,10,0.52
43864,11,0.45
43864,12,0.45
43864,13,0.42
43864,14,0.44
43864,15,0.63
43864,16,0.58
43864,17,0.65
43864,18,0.81
43864,19,0.98
43864,20,0.85
43864,21,0.72
43864,22,0.62
43864,23,0.6
43865,0,0.47
43865,2,0.4
43865,3,0.38
43865,4,0.41
43865,5,0.64
43865,6,1.2
43865,7,1.56
43865,8,1.48
43865,9,0.73
43865,10,0.52
43865,11,0.44
43865,12,0.45
43865,13,0.58
43865,14,0.57
43865,15,0.57
43865,16,0.55
43865,17,0.63
43865,18,0.83
43865,19,0.92
43865,20,0.95
43865,21,1.07
43865,22,0.85
43865,23,0.67
43866,0,0.52
43866,1,0.49
43866,2,0.38
43866,3,0.42
43866,4,0.5
43866,5,0.63
43866,6,1.13
43866,7,2.27
43866,8,1.47
43866,9,1.38
43866,10,0.69
43866,11,0.45
43866,12,0.38
43866,13,0.35
43866,14,0.36
43866,15,0.48
43866,16,0.49
43866,17,0.62
43866,18,0.8
43866,19,0.96
43866,20,0.92
43866,21,0.87
43866,22,0.86
43866,23,0.68
43867,0,0.63
43867,2,0.46
43867,3,0.45
43867,4,0.54
43867,5,0.85
43867,6,1.6
43867,7,1.62
43867,8,1.19
43867,9,0.94
43867,10,0.78
43867,11,0.48
43867,12,0.46
43867,13,0.43
43867,14,0.42
43867,15,0.53
43867,16,0.52
43867,17,0.64
43867,18,0.97
43867,19,0.81
43867,20,0.78
43867,21,0.78
43867,22,0.93
43867,23,0.88
43868,0,0.76
43868,1,0.57
43868,2,0.78
43868,3,0.83
43868,4,0.74
43868,5,0.88
43868,6,1.23
43868,7,0.95
43868,8,0.84
43868,9,0.58
43868,10,0.55
43868,11,0.52
43868,12,0.5
43868,13,0.65
43868,14,0.69
43868,15,0.66
43868,16,0.71
43868,17,0.83
43868,18,0.73
43868,19,0.79
43868,20,0.71
43868,21,0.82
43868,22,0.74
43868,23,0.64
43869,0,0.59
43869,2,0.46
43869,3,0.43
43869,4,0.46
43869,5,0.49
43869,6,0.74
43869,7,0.8
43869,8,0.83
43869,9,0.87
43869,10,0.83
43869,11,0.67
43869,12,0.67
43869,13,0.66
43869,14,0.62
43869,15,0.6
43869,16,0.72
43869,17,0.89
43869,18,0.85
43869,19,1.02
43869,20,0.75
43869,21,0.7
43869,22,0.63
43869,23,0.69
43870,0,0.64
43870,1,0.6
43870,2,0.62
43870,3,0.64
43870,4,0.6
43870,5,0.6
43870,6,0.67
43870,7,0.72
43870,8,0.8
43870,9,0.62
43870,10,0.59
43870,11,0.57
43870,12,0.56
43870,13,0.57
43870,14,0.63
43870,15,0.58
43870,16,0.72
43870,17,0.65
43870,18,0.7
43870,19,0.61
43870,20,0.64
43870,21,0.87
43870,22,0.62
43870,23,0.61
43871,0,0.69
43871,2,0.49
43871,3,0.48
43871,4,0.5
43871,5,0.84
43871,6,1.41
43871,7,1.18
43871,8,1.11
43871,9,0.84
43871,10,0.72
43871,11,0.63
43871,12,0.6
43871,15,0.48
43871,16,0.36
43871,17,0.42
43871,18,0.63
43871,19,0.53
43871,20,0.55
43871,21,0.62
43871,22,0.58
43871,23,0.45
43872,0,0.57
43872,1,0.41
43872,2,0.24
43872,3,0.25
43872,4,0.33
43872,5,0.33
43872,6,0.54
43872,7,0.67
43872,8,0.68
43872,9,0.44
43872,10,0.4
43872,11,0.23
43872,12,0.2
43872,13,0.22
43872,14,0.21
43872,15,0.29
43872,16,0.26
43872,17,0.39
43872,18,0.68
43872,19,0.77
43872,20,0.84
43872,21,1
43872,22,0.8
43872,23,0.95
43873,0,0.83
43873,2,0.55
43873,3,0.41
43873,4,0.46
43873,5,0.74
43873,6,1.6
43873,7,3.05
43873,8,2.71
43873,9,0.73
43873,10,0.31
43873,11,0.31
43873,12,0.31
43873,13,0.28
43873,14,0.24
43873,15,0.37
43873,16,0.42
43873,17,0.46
43873,18,0.52
43873,19,0.86
43873,20,1.03
43873,21,0.99
43873,22,1.1
43873,23,0.93
43874,0,0.93
43874,1,0.65
43874,2,0.48
43874,3,0.45
43874,4,0.51
43874,5,0.77
43874,6,1.42
43874,7,1.32
43874,8,0.74
43874,9,0.5
43874,10,0.35
43874,11,0.33
43874,12,0.32
43874,13,0.28
43874,14,0.46
43874,15,0.39
43874,16,0.56
43874,17,0.55
43874,18,0.69
43874,19,0.78
43874,20,0.94
43874,21,0.86
43874,22,0.84
43874,23,0.75
43875,0,0.77
43875,2,0.58
43875,3,0.58
43875,4,0.67
43875,5,0.92
43875,6,1.53
43875,7,2.98
43875,8,1.19
43875,9,0.64
43875,10,0.49
43875,11,0.39
43875,12,0.45
43875,13,0.49
43875,14,0.45
43875,15,0.45
43875,16,0.49
43875,17,0.58
43875,18,0.66
43875,19,0.78
43875,20,0.83
43875,21,1.01
43875,22,1.12
43875,23,0.96
43876,0,0.56
43876,1,0.53
43876,2,0.46
43876,3,0.48
43876,4,0.46
43876,5,0.53
43876,6,0.47
43876,12,0.54
43876,13,0.3
43876,14,0.33
43876,15,0.39
43876,16,0.39
43876,17,0.49
43876,18,0.59
43876,19,0.67
43876,20,0.73
43876,21,0.75
43876,22,1.09
43876,23,0.78
43877,0,1.09
43877,2,1.06
43877,3,0.93
43877,4,1.02
43877,5,0.53
43877,6,1.14
43877,7,0.73
43877,8,0.46
43877,9,0.32
43877,10,0.26
43877,11,0.23
43877,12,0.18
43877,13,0.3
43877,14,0.36
43877,15,0.34
43877,16,0.42
43877,17,0.6
43877,18,0.49
43877,19,0.47
43877,20,0.47
43877,21,0.64
43877,22,0.53
43877,23,0.57
43878,0,0.41
43878,1,0.31
43878,2,0.29
43878,3,0.31
43878,4,0.36
43878,5,0.58
43878,6,0.73
43878,7,0.79
43878,8,0.63
43878,9,0.32
43878,10,0.23
43878,14,0.2
43878,15,0.49
43878,16,0.61
43878,17,0.69
43878,18,0.76
43878,19,0.88
43878,20,0.79
43878,21,0.88
43878,22,0.74
43878,23,0.62
43879,0,0.62
43879,2,0.54
43879,3,0.55
43879,4,0.62
43879,5,0.78
43879,6,0.98
43879,7,1.34
43879,8,0.98
43879,9,0.85
43879,10,0.69
43879,11,0.7
43879,14,0.12
43879,15,0.11
43879,16,0.11
43879,17,0.29
43879,18,0.47
43879,19,0.48
43879,20,0.45
43879,21,0.56
43879,22,0.43
43879,23,0.35
43880,0,0.34
43880,1,0.32
43880,2,0.29
43880,3,0.28
43880,4,0.34
43880,5,0.44
43880,6,0.89
43880,7,1.09
43880,8,0.69
43880,9,0.45
43880,12,0.36
43880,13,0.2
43880,14,0.19
43880,15,0.19
43880,16,0.2
43880,17,0.41
43880,18,0.52
43880,19,0.48
43880,20,0.46
43880,21,0.68
43880,22,0.64
43880,23,0.62
43881,0,0.6
43881,2,0.36
43881,3,0.37
43881,4,0.35
43881,5,0.5
43881,6,1.03
43881,7,0.98
43881,8,0.57
43881,9,0.45
43881,10,0.37
43881,11,0.4
43881,12,0.4
43881,13,0.3
43881,14,0.33
43881,15,0.36
43881,16,0.39
43881,17,0.63
43881,18,0.74
43881,19,0.83
43881,20,0.83
43881,21,0.98
43881,22,0.67
43881,23,0.59
43882,0,0.42
43882,1,0.35
43882,2,0.35
43882,3,0.32
43882,4,0.34
43882,5,0.4
43882,6,0.61
43882,7,0.96
43882,8,0.93
43882,9,0.75
43882,10,0.66
43882,11,0.61
43882,12,0.61
43882,13,0.77
43882,14,0.78
43882,15,0.59
43882,16,0.58
43882,17,0.62
43882,18,0.77
43882,19,1.15
43882,20,1.6
43882,21,1.58
43882,22,1.46
43882,23,1.21
43883,0,0.89
43883,2,0.67
43883,3,0.58
43883,4,0.54
43883,5,0.55
43883,6,0.68
43883,7,0.83
43883,8,0.97
43883,9,0.85
43883,10,0.75
43883,11,0.76
43883,12,0.63
43883,13,0.65
43883,14,0.77
43883,15,0.71
43883,16,0.92
43883,17,0.99
43883,18,0.84
43883,19,0.9
43883,20,0.95
43883,21,0.67
43883,22,0.59
43883,23,0.64
43884,0,0.78
43884,1,0.67
43884,2,0.68
43884,3,0.7
43884,4,0.69
43884,5,0.7
43884,6,0.97
43884,7,1.29
43884,8,1.03
43884,9,0.7
43884,10,0.65
43884,11,0.55
43884,12,0.42
43884,13,0.44
43884,14,0.4
43884,15,0.44
43884,16,0.53
43884,17,0.61
43884,18,1.05
43884,19,1.43
43884,20,1.19
43884,21,1.19
43884,22,1.04
43884,23,0.88
43885,0,0.93
43885,2,0.63
43885,3,0.59
43885,4,0.57
43885,5,0.61
43885,6,0.76
43885,7,0.65
43885,8,0.74
43885,9,0.91
43885,10,0.89
43885,11,0.88
43885,12,0.78
43885,13,0.68
43885,14,0.54
43885,15,0.61
43885,16,0.56
43885,17,0.52
43885,18,0.56
43885,19,0.55
43885,20,0.58
43885,21,0.57
43885,22,0.66
43885,23,0.57
43886,0,0.5
43886,1,0.53
43886,2,0.56
43886,3,0.46
43886,4,0.47
43886,5,0.53
43886,6,0.87
43886,7,0.84
43886,8,0.71
43886,9,0.63
43886,10,0.56
43886,11,0.52
43886,12,0.44
43886,13,0.53
43886,14,0.5
43886,15,0.54
43886,16,0.67
43886,17,0.87
43886,18,0.97
43886,19,1.05
43886,20,0.88
43886,21,0.52
43886,22,0.52
43886,23,0.45
43887,0,0.44
43887,2,0.39
43887,3,0.37
43887,4,0.37
43887,5,0.5
43887,6,0.76
43887,7,0.74
43887,8,0.95
43887,9,0.67
43887,10,0.68
43887,11,0.83
43887,12,0.69
43887,13,0.66
43887,14,0.57
43887,15,0.71
43887,16,0.93
43887,17,1.09
43887,18,1.08
43887,19,1.23
43887,20,1.21
43887,21,0.68
43887,22,0.53
43887,23,0.55
43888,0,0.54
43888,1,0.5
43888,2,0.48
43888,3,0.43
43888,4,0.42
43888,5,0.54
43888,6,0.9
43888,7,1.19
43888,8,1.11
43888,9,0.99
43888,10,0.92
43888,11,0.76
43888,12,0.64
43888,13,0.59
43888,14,0.57
43888,15,0.64
43888,16,0.83
43888,17,0.84
43888,18,0.93
43888,19,0.92
43888,20,0.65
43888,21,0.8
43888,22,0.62
43888,23,0.69
43889,0,0.61
43889,2,0.56
43889,3,0.49
43889,4,0.52
43889,5,0.54
43889,6,0.79
43889,7,1.11
43889,8,1.35
43889,9,1.03
43889,10,0.74
43889,11,0.74
43889,12,0.63
43889,13,0.53
43889,14,0.52
43889,15,0.59
43889,16,0.69
43889,17,1.3
43889,18,1.39
43889,19,0.99
43889,20,1.69
43889,21,1.29
43889,22,1.3
43889,23,1.4
43890,0,0.94
43890,1,1.03
43890,2,1.11
43890,3,1.23
43890,4,0.93
43890,5,1.01
43890,6,1.76
43890,7,1.98
43890,8,1.02
43890,9,0.79
43890,10,0.61
43890,11,0.63
43890,12,0.6
43890,13,0.64
43890,14,0.82
43890,15,1.04
43890,16,1.05
43890,17,1.3
43890,18,0.8
43890,19,0.75
43890,20,0.7
43890,21,0.69
43890,22,0.86
43890,23,0.83
43891,0,0.78
43891,2,0.77
43891,3,0.95
43891,4,0.86
43891,5,0.92
43891,6,1.05
43891,7,1.27
43891,8,0.81
43891,9,0.67
43891,10,0.62
43891,11,0.52
43891,12,0.45
43891,13,0.42
43891,14,0.54
43891,15,0.61
43891,16,0.6
43891,17,0.7
43891,18,0.87
43891,19,0.92
43891,20,0.76
43891,21,0.93
43891,22,0.82
43891,23,0.74
43892,0,0.61
43892,1,0.55
43892,2,0.54
43892,3,0.58
43892,4,0.63
43892,5,0.77
43892,6,1.72
43892,7,2.36
43892,8,1.27
43892,9,0.97
43892,10,0.74
43892,11,0.57
43892,12,0.55
43892,13,0.5
43892,16,0.57
43892,17,0.93
43892,18,1.35
43892,19,1.37
43892,20,0.93
43892,21,0.95
43892,22,0.78
43892,23,0.47
43893,0,0.44
43893,2,0.41
43893,3,0.43
43893,4,0.5
43893,5,0.98
43893,6,1.23
43893,7,1.73
43893,8,1.56
43893,9,1
43893,10,0.47
43893,11,0.38
43893,12,0.34
43893,13,0.33
43893,14,0.28
43893,15,0.34
43893,16,0.48
43893,17,0.52
43893,18,0.68
43893,19,0.7
43893,20,0.74
43893,21,0.86
43893,22,0.79
43893,23,0.96
43894,0,0.83
43894,1,0.65
43894,2,0.54
43894,3,0.48
43894,4,0.49
43894,5,0.72
43894,6,0.95
43894,7,1.21
43894,8,0.9
43894,9,0.56
43894,10,0.57
