fecha,hora,emisiones_co
44519,22,0.439
44519,23,0.417
44520,0,0.406
44520,1,0.36
44520,2,0.26
44520,3,0.235
44520,4,0.232
44520,5,0.262
44520,6,0.437
44520,7,0.678
44520,8,0.749
44520,9,0.612
44520,10,0.602
44520,11,0.551
44520,12,0.57
44520,13,0.659
44520,14,0.652
44520,15,0.543
44520,16,0.459
44520,17,0.816
44520,18,0.958
44520,19,0.648
44520,20,0.546
44520,21,0.509
44520,22,0.46
44520,23,0.561
44521,0,0.576
44521,2,0.348
44521,3,0.31
44521,4,0.337
44521,5,0.358
44521,6,0.502
44521,7,0.714
44521,8,0.815
44521,9,0.907
44521,10,0.811
44521,11,0.43
44521,12,0.374
44521,13,0.391
44521,14,0.336
44521,15,0.316
44521,16,0.35
44521,17,0.592
44521,18,0.844
44521,19,0.799
44521,20,0.824
44521,21,0.863
44521,22,0.594
44521,23,0.473
44522,0,0.494
44522,1,0.492
44522,2,0.441
44522,3,0.399
44522,4,0.377
44522,5,0.672
44522,6,0.894
44522,7,1.523
44522,8,1.314
44522,9,0.966
44522,10,0.935
44522,11,0.735
44522,12,0.643
44522,13,0.663
44522,14,0.626
44522,15,0.72
44522,16,0.793
44522,17,0.948
44522,18,1.024
44522,19,0.911
44522,20,0.764
44522,21,0.756
44522,22,0.685
44522,23,0.58
44523,0,0.517
44523,2,0.494
44523,3,0.475
44523,4,0.466
44523,5,0.499
44523,6,0.648
44523,7,0.683
44523,8,0.87
44523,9,0.739
44523,10,0.715
44523,11,0.709
44523,12,0.646
44523,13,0.637
44523,14,0.71
44523,15,0.924
44523,16,1.079
44523,17,1.25
44523,18,1.547
44523,19,2.116
44523,20,1.996
44523,21,1.662
44523,22,0.974
44523,23,0.78
44524,0,0.85
44524,1,0.725
44524,2,0.673
44524,3,0.635
44524,4,0.592
44524,5,0.666
44524,6,0.858
44524,7,1.224
44524,8,1.281
44524,9,1.146
44524,10,1.052
44524,11,0.984
44524,12,0.814
44524,13,0.719
44524,14,0.813
44524,15,0.862
44524,16,0.769
44524,17,1.008
44524,18,1.245
44524,19,1.302
44524,20,0.964
44524,21,0.997
44524,22,1.11
44524,23,1.034
44525,0,1.113
44525,2,1.007
44525,3,0.92
44525,4,0.83
44525,5,0.974
44525,6,1.631
44525,7,1.82
44525,8,3.107
44525,9,2.122
44525,10,1.741
44525,11,1.218
44525,12,0.907
44525,14,0.525
44525,15,0.933
44525,16,1.007
44525,17,1.294
44525,18,1.055
44525,19,1.167
44525,20,1.923
44525,21,1.822
44525,22,1.851
44525,23,1.765
44526,0,1.574
44526,1,1.244
44526,2,1.333
44526,3,1.142
44526,4,1.09
44526,5,1.074
44526,6,1.385
44526,7,1.386
44526,8,1.227
44526,9,0.985
44526,10,1.068
44526,11,0.959
44526,12,0.729
44526,13,0.602
44526,14,0.629
44526,15,0.505
44526,16,0.752
44526,17,1.027
44526,18,0.941
44526,19,0.875
44526,20,1.055
44526,21,0.723
44526,22,1.084
44526,23,0.805
44527,0,0.625
44527,2,0.704
44527,3,0.821
44527,4,0.613
44527,5,0.784
44527,6,1.196
44527,7,1.198
44527,8,0.528
44527,9,0.359
44527,10,0.311
44527,11,0.317
44527,12,0.299
44527,13,0.237
44527,14,0.315
44527,15,0.462
44527,16,0.351
44527,17,0.749
44527,18,0.96
44527,19,1.302
44527,20,0.959
44527,21,1.11
44527,22,1.102
44527,23,1.677
44528,0,1.172
44528,1,1.48
44528,2,1.434
44528,3,1.229
44528,4,0.815
44528,5,1.143
44528,6,1.417
44528,7,1.012
44528,8,0.542
44528,9,0.416
44528,10,0.405
44528,11,0.369
44528,12,0.288
44528,13,0.205
44528,14,0.179
44528,15,0.217
44528,16,0.223
44528,17,0.288
44528,18,0.408
44528,19,0.504
44528,20,0.525
44528,21,0.34
44528,22,0.311
44528,23,0.223
44529,0,0.245
44529,2,0.147
44529,3,0.15
44529,4,0.151
44529,5,0.237
44529,6,0.372
44529,7,0.589
44529,8,0.543
44529,9,0.566
44529,10,0.619
44529,11,0.45
44529,13,0.428
44529,14,0.445
44529,15,0.621
44529,16,0.692
44529,17,1.16
44529,18,0.982
44529,19,0.66
44529,20,0.544
44529,21,0.472
44529,22,0.416
44529,23,0.436
44530,0,0.457
44530,1,0.436
44530,2,0.45
44530,3,0.455
44530,4,0.495
44530,5,0.707
44530,6,1.555
44530,7,2.094
44530,8,1.364
44530,9,1.064
44530,10,0.871
44530,11,0.746
44530,12,0.609
44530,13,0.738
44530,14,0.653
44530,15,1.092
44530,16,1.378
44530,17,1.462
44530,18,1.631
44530,19,1.641
44530,20,1.614
44530,21,1.567
44530,22,2.312
44530,23,1.359
44531,0,1.89
44531,2,1.041
44531,3,0.89
44531,4,0.832
44531,5,0.859
44531,6,1.315
44531,7,1.809
44531,8,1.684
44531,9,1.104
44531,10,1.032
44531,11,0.678
44531,12,0.466
44531,13,0.374
44531,14,0.404
44531,15,0.526
44531,16,0.737
44531,17,0.786
44531,18,1.158
44531,19,1.114
44531,20,0.851
44531,21,0.662
44531,22,0.828
44531,23,0.71
44532,0,0.64
44532,1,0.476
44532,2,0.439
44532,3,0.402
44532,4,0.381
44532,5,0.495
44532,6,1.228
44532,7,1.859
44532,8,0.805
44532,11,0.376
44532,12,0.316
44532,13,0.294
44532,14,0.252
44532,15,0.293
44532,16,0.387
44532,17,0.477
44532,18,0.868
44532,19,1.072
44532,20,0.913
44532,21,1.226
44532,22,1.15
44532,23,1.127
44533,0,0.878
44533,2,0.751
44533,3,0.751
44533,4,0.732
44533,5,0.896
44533,6,1.629
44533,7,1.74
44533,8,1.275
44533,9,1.201
44533,10,0.69
44533,11,0.582
44533,12,0.51
44533,13,0.521
44533,14,0.524
44533,15,0.527
44533,16,0.524
44533,17,0.803
44533,18,0.905
44533,19,0.7
44533,20,0.692
44533,21,0.806
44533,22,0.66
44533,23,0.628
44534,0,0.596
44534,1,0.587
44534,2,0.626
44534,3,0.577
44534,4,0.441
44534,10,0.762
44534,11,0.557
44534,12,0.457
44534,13,0.397
44534,14,0.508
44534,15,0.61
44534,16,0.739
44534,17,0.81
44534,18,0.973
44534,19,0.894
44534,20,0.799
44534,21,1.076
44534,22,2.145
44534,23,1.503
44535,0,1.233
44535,2,1.471
44535,3,1.199
44535,4,0.83
44535,5,0.849
44535,6,0.942
44535,7,1.411
44535,8,1.368
44535,9,0.899
44535,10,0.811
44535,11,0.518
44535,12,0.4
44535,13,0.398
44535,14,0.505
44535,15,0.584
44535,16,0.625
44535,17,0.674
44535,18,0.789
44535,19,1.062
44535,20,0.689
44535,21,0.702
44535,22,0.619
44535,23,0.739
44536,0,0.631
44536,1,0.58
44536,2,0.551
44536,3,0.545
44536,4,0.519
44536,5,0.486
44536,6,0.606
44536,7,0.745
44536,8,0.648
44536,9,0.576
44536,10,0.502
44536,11,0.46
44536,12,0.418
44536,13,0.393
44536,14,0.473
44536,15,0.561
44536,16,0.626
44536,17,0.623
44536,18,0.667
44536,19,0.651
44536,20,0.793
44536,21,1.17
44536,22,1.026
44536,23,1.049
44537,0,0.673
44537,2,0.657
44537,3,0.655
44537,4,0.7
44537,5,0.784
44537,6,1.315
44537,7,2.504
44537,8,1.15
44537,9,0.571
44537,10,0.409
44537,11,0.425
44537,12,0.383
44537,13,0.43
44537,14,0.379
44537,15,0.378
44537,16,0.491
44537,17,0.813
44537,18,1.042
44537,19,1.227
44537,20,1.052
44537,21,0.865
44537,22,1.104
44537,23,0.912
44538,0,0.708
44538,1,0.684
44538,2,0.559
44538,3,0.471
44538,4,0.441
44538,5,0.434
44538,6,0.848
44538,7,1.063
44538,8,0.873
44538,9,0.902
44538,10,0.88
44538,11,0.663
44538,12,0.552
44538,13,0.559
44538,14,0.555
44538,15,0.508
44538,16,0.578
44538,17,0.886
44538,18,1.026
44538,19,0.79
44538,20,0.722
44538,21,0.78
44538,22,0.65
44538,23,0.551
44539,0,0.497
44539,2,0.438
44539,3,0.487
44539,4,0.625
44539,5,0.559
44539,6,0.766
44539,7,1.358
44539,8,0.925
44539,9,0.891
44539,10,0.682
44539,11,0.67
44539,12,0.487
44539,13,0.48
44539,14,0.423
44539,15,0.5
44539,16,0.585
44539,17,0.685
44539,18,0.89
44539,19,0.995
44539,20,0.976
44539,21,0.934
44539,22,0.691
44539,23,0.619
44540,0,0.658
44540,1,0.638
44540,2,0.499
44540,3,0.419
44540,4,0.417
44540,5,0.459
44540,6,0.904
44540,7,1.044
44540,8,0.889
44540,9,0.889
44540,10,0.81
44540,11,0.734
44540,12,0.651
44540,13,0.515
44540,14,0.53
44540,15,0.585
44540,16,0.744
44540,17,0.998
44540,18,1.17
44540,19,1.206
44540,20,1.01
44540,21,0.875
44540,22,0.668
44540,23,0.72
44541,0,0.551
44541,2,0.506
44541,3,0.572
44541,4,0.611
44541,5,0.759
44541,6,0.921
44541,7,0.895
44541,8,1.071
44541,9,0.907
44541,10,0.649
44541,11,0.714
44541,12,0.683
44541,13,0.712
44541,14,0.745
44541,15,0.979
44541,16,1.098
44541,17,1.068
44541,18,1.087
44541,19,0.977
44541,20,0.937
44541,21,0.8
44541,22,0.728
44541,23,0.576
44542,0,0.553
44542,1,0.517
44542,2,0.49
44542,3,0.503
44542,4,0.48
44542,5,0.463
44542,6,0.515
44542,7,0.557
44542,8,0.599
44542,9,0.611
44542,10,0.694
44542,11,0.722
44542,12,0.733
44542,13,0.69
44542,14,0.691
44542,15,0.605
44542,16,0.7
44542,17,0.925
44542,18,0.793
44542,19,0.739
44542,20,0.78
44542,21,0.696
44542,22,0.561
44542,23,0.476
44543,0,0.449
44543,2,0.41
44543,3,0.401
44543,4,0.403
44543,5,0.431
44543,6,0.593
44543,7,0.831
44543,8,0.81
44543,9,0.979
44543,10,0.856
44543,11,0.771
44543,12,0.895
44543,13,0.946
44543,14,0.778
44543,15,0.921
44543,16,1.064
44543,17,1.386
44543,18,1.637
44543,19,1.783
44543,20,1.157
44543,21,1.118
44543,22,0.88
44543,23,0.652
44544,0,0.581
44544,1,0.521
44544,2,0.464
44544,3,0.44
44544,4,0.436
44544,5,0.46
44544,6,0.752
44544,7,0.866
44544,8,0.926
44544,9,1.051
44544,10,1.05
44544,11,1.016
44544,12,0.803
44544,13,0.846
44544,14,0.835
44544,15,1.018
44544,16,1.096
44544,17,0.965
44544,18,1.301
44544,19,1.306
44544,20,1.099
44544,21,1.136
44544,22,0.849
44544,23,0.72
44545,0,0.723
44545,2,0.812
44545,3,0.614
44545,4,0.622
44545,5,0.668
44545,6,0.912
44545,7,0.894
44545,10,1.04
44545,11,0.73
44545,12,0.685
44545,13,0.63
44545,14,0.646
44545,15,0.634
44545,16,0.726
44545,17,0.904
44545,18,1.147
44545,19,1.42
44545,20,1.11
44545,21,0.972
44545,22,0.88
44545,23,0.935
44546,0,0.835
44546,1,0.756
44546,2,0.749
44546,3,0.675
44546,4,0.68
44546,5,0.691
44546,6,0.862
44546,7,0.983
44546,8,1.114
44546,9,0.984
44546,10,0.863
44546,11,0.789
44546,12,0.819
44546,13,0.749
44546,14,0.784
44546,15,0.72
44546,16,0.881
44546,17,0.972
44546,18,1.229
44546,19,1.649
44546,20,1.429
44546,21,1.152
44546,22,1.162
44546,23,0.926
44547,0,0.96
44547,2,0.816
44547,3,0.724
44547,4,0.739
44547,5,0.741
44547,6,0.877
44547,7,1.226
44547,8,1.348
44547,9,1.361
44547,11,0.778
44547,12,0.532
44547,13,0.446
44547,14,0.336
44547,15,0.387
44547,16,0.609
44547,17,0.499
44547,18,0.696
44547,19,0.772
44547,20,0.693
44547,21,0.555
44547,22,0.512
44547,23,0.545
44548,0,0.398
44548,1,0.373
44548,2,0.262
44548,3,0.195
44548,4,0.158
44548,5,0.16
44548,6,0.412
44548,7,0.468
44548,8,0.506
44548,9,0.624
44548,10,0.635
44548,11,0.565
44548,12,0.421
44548,13,0.331
44548,14,0.243
44548,15,0.216
44548,16,0.214
44548,17,0.367
44548,18,0.634
44548,19,0.58
44548,20,0.646
44548,21,0.59
44548,22,0.588
44548,23,0.486
44549,0,0.31
44549,2,0.159
44549,3,0.188
44549,4,0.143
44549,5,0.095
44549,6,0.182
44549,7,0.218
44549,8,0.203
44549,9,0.184
44549,10,0.167
44549,11,0.165
44549,12,0.153
44549,13,0.115
44549,14,0.055
44549,15,0.137
44549,16,0.217
44549,17,0.4
44549,18,0.396
44549,19,0.335
44549,20,0.318
44549,21,0.316
44549,22,0.228
44549,23,0.106
44550,0,0.092
44550,1,0.098
44550,2,0.062
44550,3,0.038
44550,4,0.041
44550,5,0.074
44550,6,0.211
44550,7,0.38
44550,8,0.294
44550,9,0.223
44550,10,0.31
44550,11,0.27
44550,12,0.203
44550,13,0.24
44550,14,0.212
44550,15,0.165
44550,16,0.17
44550,17,0.356
44550,18,0.452
44550,19,0.403
44550,20,0.395
44550,21,0.328
44550,22,0.325
44550,23,0.174
44551,0,0.137
44551,2,0.053
44551,3,0.024
44551,4,0.016
44551,5,0.034
44551,6,0.144
44551,7,0.537
44551,8,0.376
44551,9,0.253
44551,10,0.251
44551,11,0.249
44551,12,0.257
44551,13,0.22
44551,14,0.198
44551,15,0.154
44551,16,0.161
44551,17,0.253
44551,18,0.542
44551,19,0.673
44551,20,0.41
44551,21,0.192
44551,22,0.114
44551,23,0.117
44552,0,0.102
44552,1,0.074
44552,2,0.033
44552,3,0.009
44552,4,-0.01
44552,5,0.01
44552,6,0.182
44552,7,0.246
44552,8,0.319
44552,9,0.391
44552,10,0.349
44552,11,0.318
44552,12,0.19
44552,13,0.229
44552,14,0.142
44552,15,0.123
44552,16,0.111
44552,17,0.319
44552,18,0.508
44552,19,0.523
44552,20,0.591
44552,21,0.439
44552,22,0.444
44552,23,0.324
44553,0,0.162
44553,2,0.067
44553,3,0
44553,4,-0.011
44553,5,0.015
44553,6,0.27
44553,7,0.458
44553,8,0.302
44553,9,0.416
44553,10,0.372
44553,11,0.278
44553,12,0.184
44553,13,0.029
44553,14,-0.011
44553,15,0.017
44553,16,0.038
44553,17,0.081
44553,18,0.435
44553,19,0.67
44553,20,0.69
44553,21,0.454
44553,22,0.421
44553,23,0.346
44554,0,0.191
44554,1,0.15
44554,2,0.148
44554,3,0.122
44554,4,0.052
44554,5,0.059
44554,6,0.096
44554,7,0.239
44554,8,0.147
44554,9,0.178
44554,10,0.142
44554,11,0.203
44554,12,0.143
44554,13,0.029
44554,14,-0.03
44554,15,-0.089
44554,16,-0.014
44554,17,0.024
44554,18,0.146
44554,19,0.29
44554,20,0.399
44554,21,0.492
44554,22,0.192
44554,23,0.192
44555,0,0.115
44555,2,0.061
44555,3,0.085
44555,4,0.031
44555,5,0.043
44555,6,0.119
44555,7,0.206
44555,8,0.286
44555,9,0.177
44555,10,0.19
44555,11,0.128
44555,12,0.086
44555,13,0.001
44555,14,-0.066
44555,15,-0.111
44555,16,-0.106
44555,17,0.007
44555,18,0.143
44555,19,0.305
44555,20,0.279
44555,21,0.449
44555,22,0.432
44555,23,0.359
44556,0,0.44
44556,1,0.305
44556,2,0.296
44556,3,0.287
44556,4,0.286
44556,5,0.194
44556,6,0.488
44556,7,0.28
44556,8,0.183
44556,9,0.053
44556,10,-0.035
44556,11,-0.089
44556,12,-0.142
44556,13,-0.042
44556,14,-0.059
44556,15,0.007
44556,16,0.056
44556,17,0.272
44556,18,0.297
44556,19,0.647
44556,20,0.415
44556,21,0.435
44556,22,0.447
44556,23,0.175
44557,0,0.086
44557,2,0.094
44557,3,0.129
44557,4,0.17
44557,5,0.284
44557,6,0.657
44557,7,1.375
44557,8,0.776
44557,9,0.53
44557,10,0.284
44557,11,0.326
44557,12,0.233
44557,13,0.065
44557,14,0.164
44557,15,0.164
44557,16,0.298
44557,17,0.254
44557,18,0.198
44557,19,0.169
44557,20,0.363
44557,21,0.145
44557,22,0.277
44557,23,0.138
44558,0,0.235
44558,1,0.278
44558,2,0.22
44558,3,0.224
44558,4,0.154
44558,5,0.212
44558,6,0.645
44558,7,0.52
44558,10,0.449
44558,11,0.641
44558,12,0.648
44558,13,0.583
44558,14,0.432
44558,15,0.479
44558,16,0.519
44558,17,0.626
44558,18,0.542
44558,19,0.611
44558,20,0.69
44558,21,0.472
44558,22,0.513
44558,23,0.611
44559,0,0.39
44559,2,0.282
44559,3,0.272
44559,4,0.274
44559,5,0.303
44559,6,0.384
44559,7,0.604
44559,8,0.6
44559,9,0.531
44559,10,0.523
44559,11,0.56
44559,12,0.702
44559,13,0.762
44559,14,0.454
44559,15,0.486
44559,16,0.478
44559,17,0.6
44559,18,0.654
44559,19,0.686
44559,20,0.585
44559,21,0.526
44559,22,0.599
44559,23,0.504
44560,0,0.502
44560,1,0.395
44560,2,0.336
44560,3,0.306
44560,4,0.309
44560,5,0.421
44560,6,0.767
44560,7,0.688
44560,8,0.848
44560,9,0.478
44560,10,0.407
44560,11,0.353
44560,12,0.339
44560,13,0.445
44560,14,0.489
44560,15,0.409
44560,16,0.45
44560,17,0.526
44560,18,0.534
44560,19,0.654
44560,20,0.705
44560,21,0.557
44560,22,0.549
44560,23,0.563
44561,0,0.614
44561,2,0.372
44561,3,0.38
44561,4,0.354
44561,5,0.438
44561,6,0.802
44561,7,0.543
44561,8,0.442
44561,9,0.378
44561,10,0.472
44561,11,0.476
44561,12,0.389
44561,13,0.334
44561,14,0.356
44561,15,0.366
44561,16,0.385
44561,17,0.416
44561,18,0.577
44561,19,0.532
44561,20,0.475
44561,21,0.482
44561,22,0.413
44561,23,0.421
44562,0,0.505
44562,1,0.484
44562,2,0.418
44562,3,0.358
44562,4,0.342
44562,5,0.406
44562,6,0.58
44562,7,0.777
44562,8,0.373
44562,9,0.32
44562,10,0.378
44562,11,0.373
44562,12,0.303
44562,13,0.244
44562,14,0.201
44562,15,0.198
44562,16,0.245
44562,17,0.3
44562,18,0.352
44562,19,0.413
44562,20,0.476
44562,21,0.425
44562,22,0.407
44562,23,0.37
44563,0,0.384
44563,2,0.288
44563,3,0.294
44563,4,0.297
44563,5,0.339
44563,6,0.47
44563,7,0.539
44563,8,0.482
44563,9,0.319
44563,14,0.354
44563,15,0.336
44563,16,0.425
44563,17,0.542
44563,18,0.529
44563,19,0.623
44563,20,0.726
44563,21,0.642
44563,22,0.611
44563,23,0.549
44564,0,0.519
44564,1,0.434
44564,2,0.39
44564,3,0.38
44564,4,0.356
44564,5,0.425
44564,6,1.008
44564,7,1.122
44564,8,0.987
44564,9,0.961
44564,10,0.553
44564,11,0.348
44564,12,0.299
44564,13,0.293
44564,14,0.292
44564,15,0.239
44564,16,0.354
44564,17,0.48
44564,18,0.522
44564,19,0.582
44564,20,0.652
44564,21,0.545
44564,22,0.54
44564,23,0.551
44565,0,0.539
44565,2,0.4
44565,3,0.365
44565,4,0.353
44565,5,0.402
44565,6,0.677
44565,7,1.072
44565,8,0.954
44565,9,0.835
44565,10,0.809
44565,11,0.581
44565,12,0.484
44565,13,0.413
44565,14,0.418
44565,15,0.422
44565,16,0.467
44565,17,0.483
44565,18,0.59
44565,19,0.512
44565,20,0.48
44565,21,0.478
44565,22,0.442
44565,23,0.417
44566,0,0.355
44566,1,0.336
44566,2,0.311
44566,3,0.309
44566,4,0.31
44566,5,0.358
44566,6,0.479
44566,7,0.794
44566,8,0.752
44566,9,0.518
44566,10,0.473
44566,11,0.545
44566,12,0.434
44566,13,0.462
44566,14,0.421
44566,15,0.448
44566,16,0.459
44566,17,0.491
44566,18,0.59
44566,19,0.511
44566,20,0.542
44566,21,0.55
44566,22,0.544
44566,23,0.502
44567,0,0.408
44567,2,0.308
44567,3,0.362
44567,4,0.407
44567,5,0.55
44567,6,0.959
44567,7,1.254
44567,8,0.931
44567,9,0.674
44567,10,0.649
44567,11,0.53
44567,12,0.468
44567,13,0.49
44567,14,0.427
44567,15,0.474
44567,16,0.513
44567,17,0.823
44567,18,0.861
44567,19,0.829
44567,20,0.761
44567,21,0.618
44567,22,0.548
44567,23,0.495
44568,0,0.502
44568,1,0.461
44568,2,0.427
44568,3,0.416
44568,4,0.444
44568,5,0.8
44568,6,1.36
44568,7,0.885
44568,8,0.694
44568,9,0.594
44568,10,0.604
44568,11,0.644
44568,12,0.484
44568,13,0.419
44568,14,0.497
44568,15,0.441
44568,16,0.457
44568,17,0.699
44568,18,0.652
44568,19,0.861
44568,20,0.656
44568,21,0.646
44568,22,0.505
44568,23,0.597
44569,0,0.644
44569,2,0.447
44569,3,0.459
44569,4,0.469
44569,5,0.569
44569,6,0.846
44569,7,1.039
44569,8,1.047
44569,9,0.811
44569,10,0.805
44569,11,0.64
44569,12,0.508
44569,13,0.419
44569,14,0.457
44569,15,0.446
44569,16,0.393
44569,17,0.484
44569,18,0.671
44569,19,0.77
44569,20,0.747
44569,21,0.526
44569,22,0.868
44569,23,0.833
44570,0,0.762
44570,1,0.627
44570,2,0.565
44570,3,0.589
44570,4,0.392
44570,5,0.413
44570,6,0.481
44570,7,0.64
44570,8,0.643
44570,9,0.554
44570,10,0.492
44570,11,0.476
44570,12,0.406
44570,13,0.403
44570,14,0.41
44570,15,0.406
44570,16,0.439
44570,17,0.577
44570,18,0.663
44570,19,0.613
44570,20,0.475
44570,21,0.442
44570,22,0.433
44570,23,0.394
44571,0,0.376
44571,2,0.363
44571,3,0.364
44571,4,0.37
44571,5,0.422
44571,6,0.555
44571,7,0.574
44571,8,0.843
44571,9,0.709
44571,10,0.639
44571,11,0.789
44571,12,0.581
44571,13,0.407
44571,14,0.44
44571,15,0.479
44571,16,0.48
44571,17,0.577
44571,18,0.723
44571,19,0.616
44571,20,0.596
44571,21,0.484
44571,22,0.469
44571,23,0.487
44572,0,0.412
44572,1,0.39
44572,2,0.361
44572,3,0.395
44572,4,0.385
44572,5,0.603
44572,6,1.105
44572,7,1.258
44572,8,1.189
44572,9,0.905
44572,10,0.891
44572,11,0.696
44572,12,0.577
44572,13,0.472
44572,14,0.476
44572,15,0.475
44572,16,0.477
44572,17,0.522
44572,18,0.662
44572,19,0.628
44572,20,0.573
44572,21,0.564
44572,22,0.553
44572,23,0.482
44573,0,0.479
44573,2,0.384
44573,3,0.391
44573,4,0.407
44573,5,0.422
44573,6,0.782
44573,7,0.909
44573,8,0.886
44573,9,0.759
44573,10,0.553
44573,11,0.632
44573,12,0.684
44573,13,0.613
44573,14,0.554
44573,15,0.509
44573,16,0.494
44573,17,0.624
44573,18,0.584
44573,19,0.609
44573,20,0.543
44573,21,0.496
44573,22,0.557
44573,23,0.506
44574,0,0.502
44574,1,0.482
44574,2,0.415
44574,3,0.405
44574,4,0.441
44574,5,0.444
44574,6,0.673
44574,7,0.936
44574,8,1.027
44574,9,0.773
44574,10,0.715
44574,13,0.612
44574,14,0.539
44574,15,0.36
44574,16,0.598
44574,17,0.772
44574,18,0.7
44574,19,0.692
44574,20,0.607
44574,21,0.637
44574,22,0.549
44574,23,0.482
44575,0,0.365
44575,2,0.355
44575,3,0.362
44575,4,0.39
44575,5,0.599
44575,6,1.015
44575,7,1.355
44575,8,1.016
44575,9,0.777
44575,10,0.664
44575,11,0.667
44575,12,0.54
44575,13,0.519
44575,14,0.527
44575,15,0.537
44575,16,0.719
44575,17,1.263
44575,18,1.574
44575,19,1.45
44575,20,1.358
44575,21,1.279
44575,22,1.389
44575,23,1.32
44576,0,1.005
44576,1,0.785
44576,2,0.555
44576,3,0.746
44576,4,0.846
44576,5,0.852
44576,6,1.441
44576,7,2.286
44576,8,1.292
44576,9,0.684
44576,10,0.528
44576,11,0.415
44576,12,0.379
44576,13,0.487
44576,14,0.404
44576,15,0.483
44576,16,0.552
44576,17,0.564
44576,18,0.782
44576,19,0.787
44576,20,0.742
44576,21,0.962
44576,22,0.766
44576,23,0.703
44577,0,0.796
44577,2,0.573
44577,3,0.513
44577,4,0.548
44577,5,0.695
44577,6,0.846
44577,7,0.666
44577,8,0.559
44577,9,0.459
44577,10,0.382
44577,11,0.359
44577,12,0.335
44577,13,0.325
44577,14,0.351
44577,15,0.289
44577,16,0.355
44577,17,0.417
44577,18,0.534
44577,19,0.652
44577,20,0.665
44577,21,0.694
44577,22,0.711
44577,23,0.743
44578,0,0.648
44578,1,0.569
44578,2,0.5
44578,3,0.449
44578,4,0.542
44578,5,0.593
44578,6,1.145
44578,7,1.455
44578,8,1.462
44578,9,0.821
44578,10,0.574
44578,11,0.394
44578,12,0.3
44578,13,0.309
44578,14,0.361
44578,15,0.44
44578,16,0.426
44578,17,0.614
44578,18,0.867
44578,19,0.932
44578,20,1.145
44578,21,0.742
44578,22,0.598
44578,23,0.523
44579,0,0.654
44579,2,0.508
44579,3,0.605
44579,9,0.551
44579,11,0.356
44579,12,0.348
44579,13,0.329
44579,14,0.375
44579,15,0.44
44579,16,0.503
44579,17,0.556
44579,18,0.693
44579,19,0.758
44579,20,0.697
44579,21,0.6
44579,22,0.753
44579,23,0.67
44580,0,0.639
44580,1,0.537
44580,2,0.493
44580,3,0.511
44580,4,0.526
44580,5,0.592
44580,6,1.082
44580,7,1.557
44580,8,1.494
44580,9,0.577
44580,10,0.445
44580,11,0.393
44580,12,0.336
44580,13,0.294
44580,14,0.259
44580,15,0.292
44580,16,0.381
44580,17,0.515
44580,18,0.603
44580,19,0.533
44580,20,0.713
44580,21,0.695
44580,22,1.079
44580,23,0.696
44581,0,0.453
44581,2,0.648
44581,3,0.552
44581,4,0.531
44581,5,0.611
44581,6,1.104
44581,7,1.542
44581,8,1.206
44581,9,0.533
44581,10,0.427
44581,11,0.355
44581,12,0.355
44581,13,0.3
44581,14,0.269
44581,15,0.277
44581,16,0.294
44581,17,0.372
44581,18,0.457
44581,19,0.605
44581,20,0.987
44581,21,0.989
44581,22,0.808
44581,23,0.631
44582,0,0.496
44582,1,0.568
44582,2,0.534
44582,3,0.482
44582,4,0.486
44582,5,0.57
44582,6,0.941
44582,7,1.628
44582,8,1.415
44582,9,0.801
44582,10,0.478
44582,11,0.405
44582,12,0.351
44582,13,0.289
44582,14,0.262
44582,15,0.232
44582,16,0.354
44582,17,0.542
44582,18,0.672
44582,19,0.608
44582,20,0.733
44582,21,0.711
44582,22,0.583
44582,23,0.529
44583,0,0.549
44583,2,0.473
44583,3,0.447
44583,4,0.445
44583,5,0.564
44583,6,0.539
44583,7,0.66
44583,8,0.656
44583,9,0.59
44583,10,0.496
44583,11,0.486
44583,12,0.387
44583,13,0.433
44583,14,0.392
44583,15,0.469
44583,16,0.67
44583,17,0.789
44583,18,0.886
44583,19,0.97
44583,20,1.28
44583,21,0.906
44583,22,0.539
44583,23,0.539
44584,0,0.554
44584,1,0.687
44584,2,0.596
44584,3,0.634
44584,4,0.542
44584,5,0.7
44584,6,0.72
44584,7,1.119
44584,13,0.633
44584,14,0.546
44584,15,0.499
44584,16,0.462
44584,17,0.506
44584,18,0.494
44584,19,0.608
44584,20,0.616
44584,21,0.715
44584,22,0.662
44584,23,0.575
44585,0,0.487
44585,2,0.452
44585,3,0.454
44585,4,0.453
44585,5,0.562
44585,6,1.116
44585,7,1.348
44585,8,1.136
44585,9,0.775
44585,10,0.621
44585,11,0.499
44585,12,0.451
44585,13,0.487
44585,14,0.509
44585,15,0.513
44585,16,0.591
44585,17,0.586
44585,18,0.626
44585,19,0.756
44585,20,0.581
44585,21,0.542
44585,22,0.537
44585,23,0.508
44586,0,0.472
44586,1,0.47
44586,2,0.453
44586,3,0.45
44586,4,0.439
44586,5,0.48
44586,6,0.55
44586,7,0.71
44586,8,0.62
44586,9,0.557
44586,10,0.66
44586,11,0.569
44586,12,0.527
44586,13,0.511
44586,14,0.502
44586,15,0.644
44586,16,0.699
44586,17,0.828
44586,18,0.719
44586,19,0.806
44586,20,0.729
44586,21,0.608
44586,22,0.618
44586,23,0.531
44587,0,0.533
44587,2,0.504
44587,3,0.45
44587,4,0.455
44587,5,0.505
44587,6,0.734
